6;16:18;16:18;66;16:19;16:19;107;16:21;16:21;123;16:23;16:23;45;16:25;16:25;68;16:26;16:26;60;16:27;16:27;113;16:30;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;16:27;16:27;60;16:29;16:29;68;16:30;16:30;45;16:31;16:31;123;16:33;16:33;107;16:35;16:35;97;16:37;16:37;40;16:38;16:38;49;16:39;16:39;18;16:41;16:41;98;16:42;16:42;35;16:43;16:43;34;16:44;16:44;96;16:45;16:45;12;16:46;16:46;6;16:48;-1;;;;;;;;;
6;16:33;16:33;66;16:34;16:34;107;16:36;16:36;123;16:38;16:38;2;16:39;16:39;94;16:40;16:40;111;16:41;16:41;102;16:43;16:43;103;16:44;16:44;60;16:45;16:45;113;16:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;16:43;16:43;60;16:45;16:45;103;16:46;16:46;102;16:47;16:47;111;16:49;16:49;95;16:50;16:50;2;16:51;16:51;123;16:53;16:53;107;16:55;16:55;97;16:57;16:57;23;16:58;16:58;96;17:00;17:00;12;17:01;17:01;6;17:03;-1;;;;;;;;;;;;;;;
6;16:48;16:48;66;16:49;16:49;107;16:51;16:51;123;16:53;16:53;45;16:55;16:55;68;16:56;16:56;60;16:57;16:57;113;17:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;16:57;16:57;60;16:59;16:59;68;17:00;17:00;45;17:01;17:01;123;17:03;17:03;107;17:05;17:05;97;17:07;17:07;40;17:08;17:08;49;17:09;17:09;18;17:11;17:11;98;17:12;17:12;35;17:13;17:13;34;17:14;17:14;96;17:15;17:15;12;17:16;17:16;6;17:18;-1;;;;;;;;;
6;17:03;17:03;66;17:04;17:04;107;17:06;17:06;123;17:08;17:08;2;17:09;17:09;94;17:10;17:10;111;17:11;17:11;102;17:13;17:13;103;17:14;17:14;60;17:15;17:15;113;17:18;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;17:13;17:13;60;17:15;17:15;103;17:16;17:16;102;17:17;17:17;111;17:19;17:19;95;17:20;17:20;2;17:21;17:21;123;17:23;17:23;107;17:25;17:25;97;17:27;17:27;23;17:28;17:28;96;17:30;17:30;12;17:31;17:31;6;17:33;-1;;;;;;;;;;;;;;;
6;17:18;17:18;66;17:19;17:19;107;17:21;17:21;123;17:23;17:23;45;17:25;17:25;68;17:26;17:26;60;17:27;17:27;113;17:30;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;17:27;17:27;60;17:29;17:29;68;17:30;17:30;45;17:31;17:31;123;17:33;17:33;107;17:35;17:35;97;17:37;17:37;40;17:38;17:38;49;17:39;17:39;18;17:41;17:41;98;17:42;17:42;35;17:43;17:43;34;17:44;17:44;96;17:45;17:45;12;17:46;17:46;6;17:48;-1;;;;;;;;;
6;17:33;17:33;66;17:34;17:34;107;17:36;17:36;123;17:38;17:38;2;17:39;17:39;94;17:40;17:40;111;17:41;17:41;102;17:43;17:43;103;17:44;17:44;60;17:45;17:45;113;17:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;17:43;17:43;60;17:45;17:45;103;17:46;17:46;102;17:47;17:47;111;17:49;17:49;95;17:50;17:50;2;17:51;17:51;123;17:53;17:53;107;17:55;17:55;97;17:57;17:57;23;17:58;17:58;96;18:00;18:00;12;18:01;18:01;6;18:03;-1;;;;;;;;;;;;;;;
6;17:48;17:48;66;17:49;17:49;107;17:51;17:51;123;17:53;17:53;45;17:55;17:55;68;17:56;17:56;60;17:57;17:57;113;18:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;17:57;17:57;60;17:59;17:59;68;18:00;18:00;45;18:01;18:01;123;18:03;18:03;107;18:05;18:05;97;18:07;18:07;40;18:08;18:08;49;18:09;18:09;18;18:11;18:11;98;18:12;18:12;35;18:13;18:13;34;18:14;18:14;96;18:15;18:15;12;18:16;18:16;6;18:18;-1;;;;;;;;;
6;18:03;18:03;66;18:04;18:04;107;18:06;18:06;123;18:08;18:08;2;18:09;18:09;94;18:10;18:10;111;18:11;18:11;102;18:13;18:13;103;18:14;18:14;60;18:15;18:15;113;18:18;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;18:13;18:13;60;18:15;18:15;103;18:16;18:16;102;18:17;18:17;111;18:19;18:19;95;18:20;18:20;2;18:21;18:21;123;18:23;18:23;107;18:25;18:25;97;18:27;18:27;23;18:28;18:28;96;18:30;18:30;12;18:31;18:31;6;18:33;-1;;;;;;;;;;;;;;;
6;18:18;18:18;66;18:19;18:19;107;18:21;18:21;123;18:23;18:23;45;18:25;18:25;68;18:26;18:26;60;18:27;18:27;113;18:30;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
113;18:27;18:27;60;18:29;18:29;68;18:30;18:30;45;18:31;18:31;123;18:33;18:33;107;18:35;18:35;97;18:37;18:37;40;18:38;18:38;49;18:39;18:39;18;18:41;18:41;98;18:42;18:42;35;18:43;18:43;34;18:44;18:44;96;18:45;18:45;12;18:46;18:46;6;18:48;-1;;;;;;;;;
6;18:33;18:33;66;18:34;18:34;107;18:36;18:36;123;18:38;18:38;2;18:39;18:39;94;18:40;18:40;111;18:41;18:41;102;18:43;18:43;103;18:44;18:44;60;18:45;18:45;113;18:48;-1;;;;;;;;;;;;;;;;;;;;;;;;
113;18:43;18:43;60;18:45;18:45;103;18:46;18:46;102;18:47;18:47;111;18:49;18:49;95;18:50;18:50;2;18:51;18:51;123;18:53;18:53;107;18:55;18:55;97;18:57;18:57;23;18:58;18:58;96;19:00;19:00;12;19:01;19:01;6;19:03;-1;;;;;;;;;;;;;;;
6;18:48;18:48;66;18:49;18:49;107;18:51;18:51;123;18:53;18:53;45;18:55;18:55;68;18:56;18:56;60;18:57;18:57;113;19:00;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
